code,title,prereq,terms,hours,optional,description,instructor,section_head,offered_to
6.7300[J],Introduction to Modeling and Simulation,18.03 or 18.06,G (Fall),3-6-3 units,,"Introduction to computational techniques for modeling and simulation of a variety of large and complex engineering, science, and socio-economical systems. Prepares students for practical use and development of computational engineering in their own research and future work. Topics include mathematical formulations (e.g., automatic assembly of constitutive and conservation principles); linear system solvers (sparse and iterative); nonlinear solvers (Newton and homotopy); ordinary, time-periodic and partial differential equation solvers; and model order reduction. Students develop their own models and simulators for self-proposed applications, with an emphasis on creativity, teamwork, and communication. Prior basic linear algebra required and at least one numerical programming language (e.g., MATLAB, Julia, Python, etc.) helpful.",L. Daniel,Optimization & Engineering Mathematics,G
6.7310[J],Introduction to Numerical Methods,"18.06 , 18.700 , or 18.701",Acad Year 2024-2025: G (Spring) Acad Year 2025-2026: Not offered,3-0-9 units,,See description under subject 18.335[J] .,A. J. Horning,Optimization & Engineering Mathematics,G
6.7320[J],Parallel Computing and Scientific Machine Learning,"18.06 , 18.700 , or 18.701",Acad Year 2024-2025: Not offered Acad Year 2025-2026: G (Spring),3-0-9 units,,See description under subject 18.337[J] .,A. Edelman,Optimization & Engineering Mathematics,G
6.7330[J],Numerical Methods for Partial Differential Equations,18.03 or 18.06,G (Fall),3-0-9 units,,See description under subject 16.920[J] .,J. Peraire,Optimization & Engineering Mathematics,G
6.7340[J],Fast Methods for Partial Differential and Integral Equations,"6.7300[J] , 16.920[J] , 18.085 , 18.335[J] , or permission of instructor","Acad Year 2024-2025: Not offered Acad Year 2025-2026: G (Fall, Spring)",3-0-9 units,,See description under subject 18.336[J] .,K. Burns,Optimization & Engineering Mathematics,G
6.3400,Introduction to EECS via Communication Networks,6.100A,U (Fall) Not offered regularly; consult department,4-4-4 units. Institute LAB,,"Studies key concepts, systems, and algorithms to reliably communicate data in settings ranging from the cellular phone network and the Internet to deep space. Weekly laboratory experiments explore these areas in depth. Topics presented in three modules - bits, signals, and packets - spanning the multiple layers of a communication system. Bits module includes information, entropy, data compression algorithms, and error correction with block and convolutional codes. Signals module includes modeling physical channels and noise, signal design, filtering and detection, modulation, and frequency-division multiplexing. Packets module includes switching and queuing principles, media access control, routing protocols, and data transport protocols.",K. LaCurts,Communications,U
6.7410,Principles of Digital Communication,"( 6.3000 or 6.3102 ) and ( 6.3700 , 6.3800 , or 18.05 )",G (Fall) Not offered regularly; consult department,3-0-9 units,,"Covers communications by progressing through signal representation, sampling, quantization, compression, modulation, coding and decoding, medium access control, and queueing and principles of protocols. By providing simplified proofs, seeks to present an integrated, systems-level view of networking and communications while laying the foundations of analysis and design. Lectures are offered online; in-class time is dedicated to recitations, exercises, and weekly group labs. Homework exercises are based on theoretical derivation and software implementation. Students taking graduate version complete additional assignments.",M. Medard,Communications,G
6.7411,Principles of Digital Communication,"( 6.3000 , 6.3100 , or 6.3400 ) and ( 6.3700 , 6.3800 , or 18.05 )",Acad Year 2024-2025: Not offered Acad Year 2025-2026: U (Fall),3-0-9 units,,"Covers communications by progressing through signal representation, sampling, quantization, compression, modulation, coding and decoding, medium access control, and queueing and principles of protocols. By providing simplified proofs, seeks to present an integrated, systems-level view of networking and communications while laying the foundations of analysis and design. Lectures are offered online; in-class time is dedicated to recitations, exercises, and weekly group labs. Homework exercises are based on theoretical derivation and software implementation. Students taking graduate version complete additional assignments.",M. Medard,Communications,U
6.7420,"Heterogeneous Networks: Architecture, Transport, Proctocols, and Management",6.1200[J] or 6.3700,G (Fall) Not offered regularly; consult department,4-0-8 units,,"Introduction to modern heterogeneous networks and the provision of heterogeneous services. Architectural principles, analysis, algorithmic techniques, performance analysis, and existing designs are developed and applied to understand current problems in network design and architecture. Begins with basic principles of networking. Emphasizes development of mathematical and algorithmic tools; applies them to understanding network layer design from the performance and scalability viewpoint. Concludes with network management and control, including the architecture and performance analysis of interconnected heterogeneous networks. Provides background and insight to understand current network literature and to perform research on networks with the aid of network design projects.","V. W. S. Chan, R. G. Gallager",Communications,G
6.7430,Optical Networks,6.1200[J] or 6.3700,G (Spring) Not offered regularly; consult department,3-0-9 units,,"Introduces the fundamental and practical aspects of optical network technology, architecture, design and analysis tools and techniques. The treatment of optical networks are from the architecture and system design points of view. Optical hardware technologies are introduced and characterized as fundamental network building blocks on which optical transmission systems and network architectures are based. Beyond the Physical Layer, the higher network layers (Media Access Control, Network and Transport Layers) are treated together as integral parts of network design. Performance metrics, analysis and optimization techniques are developed to help guide the creation of high performance complex optical networks.",V. W. S. Chan,Communications,G
6.7440,Principles of Wireless Communication,6.7410,G (Fall) Not offered regularly; consult department,3-0-9 units,,"Introduction to design, analysis, and fundamental limits of wireless transmission systems. Wireless channel and system models; fading and diversity; resource management and power control; multiple-antenna and MIMO systems; space-time codes and decoding algorithms; multiple-access techniques and multiuser detection; broadcast codes and precoding; cellular and ad-hoc network topologies; OFDM and ultrawideband systems; architectural issues.","G. W. Wornell, L. Zheng",Communications,G
